"id","name","longitude","latitude","lg_name","admin0_name","admin0_grid_id","admin1_grid_id","admin2_grid_id","admin3_grid_id","admin4_grid_id","admin5_grid_id","population","JPScale","LeastReached","PrimaryLanguageName","PrimaryReligion","PercentAdherents","PercentEvangelical","PeopleCluster","AffinityBloc","pg_unique_key"
681,"Besya (Muslim traditions)",89.27,25.8071,"Pashuram","Bangladesh",100018514,100018520,100018580,100019086,100023843,NULL,7700,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16385_111527"
682,"Bhar",89.3107,24.8802,"Erulia","Bangladesh",100018514,100018519,100018566,100018966,100022699,NULL,5000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16405_111553"
683,"Bhaskar",90.0338,24.5313,"Sandhanpur","Bangladesh",100018514,100018517,100018555,100018893,100021971,NULL,200,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16440_111593"
684,"Bhat (Hindu traditions)",92.0649,22.7129,"Kutuk Chhari","Bangladesh",100018514,100018516,100018538,100018736,100020589,NULL,1800,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16406_111555"
685,"Bhil Mavchi (Muslim traditions)",89.4598,22.4288,"Sutarkhali","Bangladesh",100018514,100018518,100018560,100018929,100022353,NULL,400,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Tribal - Bhil","South Asian Peoples","BG_21048_117869"
686,"Bhoi (Hindu traditions)",89.5472,24.8694,"Fulbari","Bangladesh",100018514,100018519,100018566,100018972,100022760,NULL,8400,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - Bhoi","South Asian Peoples","BG_16429_111580"
687,"Bhuinhar",89.5296,25.8933,"Barabari","Bangladesh",100018514,100018520,100018577,100019067,100023642,NULL,900,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16424_111575"
688,"Bhuinmali",90.7716,24.3018,"Achmita","Bangladesh",100018514,100018517,100018544,100018816,100021129,NULL,109000,1,"Y","Bengali","Hinduism",0.328,0,"South Asia Dalit - other","South Asian Peoples","BG_16426_111577"
689,"Bhuiya",88.9501,25.1581,"Chak Barkat","Bangladesh",100018514,100018519,100018567,100018978,100022821,NULL,13000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - other","South Asian Peoples","BG_16452_111613"
690,"Bhuiya Ghatwar",91.8562,22.4486,"Dakshin Madarsha","Bangladesh",100018514,100018516,100018531,100018661,100019858,NULL,1100,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - other","South Asian Peoples","BG_21122_117945"
691,"Bhumij",91.8869,24.889,"Ward No-22","Bangladesh",100018514,100018521,100018585,100019129,100024273,NULL,29000,1,"Y","Sylheti","Hinduism",3.117,0,"South Asia Tribal - other","South Asian Peoples","BG_16447_111603"
692,"Bihari (Muslim traditions)",90.782,24.3924,"Jasodal","Bangladesh",100018514,100018517,100018544,100018817,100021144,NULL,921000,1,"Y","Urdu","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_19654_116075"
693,"Bind",89.8482,24.6681,"Aona","Bangladesh",100018514,100018517,100018543,100018809,100021064,NULL,9400,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16457_111621"
694,"Binjhia",92.2227,24.9782,"Kanaighat","Bangladesh",100018514,100018521,100018585,100019128,NULL,NULL,5600,2,"N","Sylheti","Hinduism",7.554,0,"South Asia Tribal - other","South Asian Peoples","BG_16489_111659"
695,"Birhor",91.3951,25.0181,"Lakshmansree","Bangladesh",100018514,100018521,100018584,100019117,100024143,NULL,700,2,"N","Sylheti","Hinduism",9.016,0,"South Asia Tribal - other","South Asian Peoples","BG_16461_111625"
696,"Birjia",91.6168,24.98,"Uttar Khurma","Bangladesh",100018514,100018521,100018584,100019109,100024083,NULL,300,1,"Y","Sylheti","Hinduism",0.000,0.000,"South Asia Tribal - other","South Asian Peoples","BG_16463_111627"
697,"Bishnupriya Manipuri",91.8581,24.8929,"Ward No-12","Bangladesh",100018514,100018521,100018585,100019129,100024263,NULL,12000,1,"Y","Bishnupuriya","Hinduism",0.460,0,"South Asia Hindu - other","South Asian Peoples","BG_20209_115966"
698,"Biswas (Hindu traditions)",89.7412,22.8698,"Gangni","Bangladesh",100018514,100018518,100018556,100018905,100022084,NULL,2800,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16468_111633"
699,"Biswas (Muslim traditions)",89.8052,22.8185,"Chitalmari","Bangladesh",100018514,100018518,100018556,100018902,100022062,NULL,27000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16467_111632"
700,"Brahmin",90.4399,24.0428,"Prahladpur","Bangladesh",100018514,100018517,100018541,100018797,100020923,NULL,590000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_16521_111696"
701,"Brahmin Acharaj",90.9141,24.1941,"Gazir Char","Bangladesh",100018514,100018517,100018544,100018811,100021085,NULL,2800,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_20345_116129"
702,"Brahmin Barna",90.5758,23.7474,"Jampur","Bangladesh",100018514,100018517,100018549,100018856,100021583,NULL,6600,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_21689_118477"
703,"Brahmin Bhat",90.2636,23.7957,"Tetuljhora","Bangladesh",100018514,100018517,100018539,100018772,100020771,NULL,500,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_21690_118478"
704,"Brahmin Bhumihar",89.8806,24.2773,"Danya","Bangladesh",100018514,100018517,100018555,100018900,100022037,NULL,600,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_19924_115705"
705,"Brahmin Gaur",91.9745,22.9844,"Maschhari","Bangladesh",100018514,100018516,100018535,100018708,100020356,NULL,24000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19943_115717"
706,"Brahmin Joshi",90.7141,24.2846,"Barudia","Bangladesh",100018514,100018517,100018544,100018821,100021173,NULL,2000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19949_115725"
707,"Brahmin Kanaujia",88.6677,24.7129,"Kusumba","Bangladesh",100018514,100018519,100018568,100018986,100022890,NULL,6600,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19951_115727"
708,"Brahmin Maithili",88.9285,25.058,"Isabpur","Bangladesh",100018514,100018519,100018568,100018984,100022869,NULL,7200,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19960_115737"
709,"Brahmin Radhi",90.5508,24.0609,"Chandpur","Bangladesh",100018514,100018517,100018541,100018796,100020908,NULL,52000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19972_115753"
710,"Brahmin Sakaldwipi",92.3575,22.6863,"Banjugi Chhara","Bangladesh",100018514,100018516,100018538,100018730,100020559,NULL,2600,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19974_115755"
711,"Brahmin Saraswat",90.5956,24.0966,"Durgapur","Bangladesh",100018514,100018517,100018541,100018796,100020909,NULL,5700,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19977_115758"
712,"Brahmin Utkal",88.8932,24.4822,"Silmaria","Bangladesh",100018514,100018519,100018572,100019022,100023239,NULL,4100,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19985_115769"
713,"Brahmin Vaidik",90.1176,24.0508,"Bahuria","Bangladesh",100018514,100018517,100018555,100018897,100022004,NULL,6800,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19986_115771"
714,"Brahmin Varendra",90.8496,24.1183,"Faridpur","Bangladesh",100018514,100018517,100018544,100018818,100021153,NULL,28000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Forward Caste - Brahmin","South Asian Peoples","BG_19987_115772"
715,"Bru",91.9885,23.2146,"Bhaibonchhara","Bangladesh",100018514,100018516,100018535,100018706,100020345,NULL,2000,2,"N","Riang","Hinduism",18.426,0,"South Asia Tribal - other","South Asian Peoples","BG_17966_108370"
716,"Buna (Hindu traditions)",89.9099,24.2878,"Gala","Bangladesh",100018514,100018517,100018555,100018900,100022038,NULL,99000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16541_111726"
717,"Buna (Muslim traditions)",89.2493,23.2177,"Ichhali","Bangladesh",100018514,100018518,100018558,100018919,100022225,NULL,100,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_17497_112912"
718,"Burmese",92.1723,21.4406,"Kachhapia","Bangladesh",100018514,100018516,100018533,100018696,100020276,NULL,313000,1,"Y","Burmese","Buddhism",1.621,0,"Burmese","Tibetan-Himalayan Peoples","BG_11029_101776"
719,"Chain",89.0529,25.1169,"Puranapail","Bangladesh",100018514,100018519,100018567,100018978,100022827,NULL,25000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16564_111755"
720,"Chak",92.3801,21.7424,"Bandarban","Bangladesh",100018514,100018516,100018528,NULL,NULL,NULL,3000,1,"Y","Chak","Buddhism",0.732,0,"South Asia Buddhist","South Asian Peoples","BG_11291_101968"
721,"Chakma",92.3281,22.8666,"Barkal","Bangladesh",100018514,100018516,100018538,100018728,NULL,NULL,434000,2,"N","Chakma","Buddhism",15.134,0,"South Asia Tribal - other","South Asian Peoples","BG_11293_101976"
722,"Chamar (Hindu traditions)",90.7707,24.3299,"Banagram","Bangladesh",100018514,100018517,100018544,100018816,100021130,NULL,87000,1,"Y","Bengali","Hinduism",1.602,0,"South Asia Dalit - other","South Asian Peoples","BG_16561_111752"
723,"Chasadhobi",88.7895,25.1272,"Alampur","Bangladesh",100018514,100018519,100018568,100018984,100022865,NULL,9500,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16577_111770"
724,"Chaudhari, caste",90.0002,23.0911,"Kalabari","Bangladesh",100018514,100018517,100018542,100018800,100020967,NULL,200,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - other","South Asian Peoples","BG_16556_111747"
725,"Chero",91.393,24.9753,"Joykalas","Bangladesh",100018514,100018521,100018584,100019110,100024085,NULL,4500,1,"Y","Sylheti","Hinduism",1.732,0,"South Asia Tribal - other","South Asian Peoples","BG_16583_111778"
726,"Chik Baraik",91.7526,25.0991,"Islampur Paschim","Bangladesh",100018514,100018521,100018585,100019122,100024191,NULL,4700,1,"Y","Sylheti","Hinduism",3.521,0,"South Asia Tribal - other","South Asian Peoples","BG_16552_111742"
727,"Christian",92.3718,22.5877,"Maidang","Bangladesh",100018514,100018516,100018538,100018730,100020562,NULL,126000,3,"N","Bengali","Christianity",100.000,0,"South Asia Christian","South Asian Peoples","BG_16961_112266"
728,"Dahiara",90.2636,23.7957,"Tetuljhora","Bangladesh",100018514,100018517,100018539,100018772,100020771,NULL,300,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_20662_117067"
729,"Dai (Hindu traditions)",89.8968,22.8099,"Hizla","Bangladesh",100018514,100018518,100018556,100018902,100022063,NULL,9200,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_19069_114884"
730,"Dai (Muslim traditions)",90.5545,24.6129,"Rajibpur","Bangladesh",100018514,100018517,100018548,100018846,100021468,NULL,49000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16659_111872"
731,"Dalu",89.0677,25.5413,"Kushdaha","Bangladesh",100018514,100018520,100018574,100019046,100023439,NULL,2300,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16663_111877"
732,"Daphtari",89.8302,23.2209,"Mamudpur","Bangladesh",100018514,100018517,100018542,100018799,100020954,NULL,600,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16672_111888"
733,"Darzi (Muslim traditions)",89.3172,23.2284,"Bagher Para","Bangladesh",100018514,100018518,100018558,100018915,NULL,NULL,16000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_17513_112930"
734,"Deaf",90.7781,24.3386,"Banagram","Bangladesh",100018514,100018517,100018544,100018816,100021130,NULL,1234000,1,"Y","West Bengal Sign Language","Islam",0.660,0,"Deaf","Deaf","BG_19007_114916"
735,"Dhanuk",88.8489,25.8309,"Sangalshi","Bangladesh",100018514,100018520,100018578,100019073,100023716,NULL,1700,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16696_111925"
736,"Dhobi (Hindu traditions)",91.2694,22.9901,"Rajapur","Bangladesh",100018514,100018516,100018534,100018700,100020303,NULL,191000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16709_111944"
737,"Dhobi (Muslim traditions)",89.2561,25.0936,"Udaypur","Bangladesh",100018514,100018519,100018567,100018979,100022832,NULL,21000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_17519_112937"
738,"Dholi (Muslim traditions)",92.1206,25.0806,"Jaintiapur","Bangladesh",100018514,100018521,100018585,100019127,NULL,NULL,52000,1,"Y","Sylheti","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_17520_112938"
739,"Diwan",89.6536,22.9493,"Terokhada","Bangladesh",100018514,100018518,100018560,100018941,100022440,NULL,100,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16723_111963"
740,"Doai",89.4714,25.6838,"Chhaola","Bangladesh",100018514,100018520,100018580,100019084,100023816,NULL,2700,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - other","South Asian Peoples","BG_16727_111968"
741,"Dom",92.1401,23.3435,"Sajek","Bangladesh",100018514,100018516,100018538,100018727,100020549,NULL,1000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_17522_112941"
742,"Dom (Hindu traditions)",92.0022,22.7389,"Ghila Chhari","Bangladesh",100018514,100018516,100018538,100018734,100020580,NULL,24000,1,"Y","Chittagonian","Hinduism",0.000,0.000,"South Asia Dalit - other","South Asian Peoples","BG_16734_111977"
743,"Dulia",90.6699,24.638,"Jatia","Bangladesh",100018514,100018517,100018548,100018846,100021465,NULL,7400,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16751_111999"
744,"Dusadh (Hindu traditions)",89.3544,25.6175,"Bhangni","Bangladesh",100018514,100018520,100018580,100019083,100023802,NULL,13000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - Dusadh","South Asian Peoples","BG_16742_111988"
745,"Dusadh (Muslim traditions)",92.141,22.6901,"Sapchhari","Bangladesh",100018514,100018516,100018538,100018736,100020592,NULL,600,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_17523_112942"
746,"Dusadh Bahelia",89.59,24.3896,"Sirajganj","Bangladesh",100018514,100018519,100018573,NULL,NULL,NULL,5100,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - Dusadh","South Asian Peoples","BG_21477_118293"
747,"Faqir",90.8397,24.0198,"Marjal","Bangladesh",100018514,100018517,100018550,100018861,100021645,NULL,5200,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16762_112012"
748,"Gadaria (Hindu traditions)",90.576,24.3964,"Usthi","Bangladesh",100018514,100018517,100018548,100018843,100021437,NULL,2600,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16768_112021"
749,"Gain",90.0317,22.9011,"Satla","Bangladesh",100018514,100018515,100018523,100018600,100019294,NULL,6600,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16775_112033"
750,"Ganak",91.9148,24.8943,"Tultikar","Bangladesh",100018514,100018521,100018585,100019129,100024251,NULL,5000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_20445_116118"
751,"Gandpal",91.9311,25.0466,"Towakul","Bangladesh",100018514,100018521,100018585,100019126,100024227,NULL,1200,1,"Y","Sylheti","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16867_112149"
752,"Garo",90.5294,25.1465,"Ghoshgaon","Bangladesh",100018514,100018517,100018548,100018841,100021405,NULL,127000,3,"N","Garo","Christianity",51.386,0,"South Asia Tribal - other","South Asian Peoples","BG_11826_103233"
753,"Ghasiya (Hindu traditions)",91.948,22.9089,"Sindukchari","Bangladesh",100018514,100018516,100018535,100018708,100020358,NULL,1300,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Dalit - other","South Asian Peoples","BG_16823_112092"
754,"Ghazi",92.4166,22.6964,"Jurai Chhari","Bangladesh",100018514,100018516,100018538,100018730,100020561,NULL,62000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16824_112093"
755,"Ghulam",92.0207,22.7475,"Ghila Chhari","Bangladesh",100018514,100018516,100018538,100018734,100020580,NULL,4400,1,"Y","Chittagonian","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16829_112104"
756,"Gond",91.5848,25.0518,"Dakshin Dowarabazar","Bangladesh",100018514,100018521,100018584,100019113,100024114,NULL,6000,1,"Y","Gondi, Northern","Hinduism",1.109,0,"South Asia Tribal - Gond","South Asian Peoples","BG_16855_112137"
757,"Gonrhi",90.3501,24.8858,"Rahimganj","Bangladesh",100018514,100018517,100018548,100018850,100021525,NULL,5300,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16857_112139"
758,"Gorait",91.6771,24.9939,"Kalaruka","Bangladesh",100018514,100018521,100018584,100019109,100024078,NULL,600,2,"N","Bengali","Hinduism",5.660,0,"South Asia Tribal - other","South Asian Peoples","BG_16860_112142"
759,"Gosain",91.9786,22.7787,"Lakshmichhari","Bangladesh",100018514,100018516,100018535,100018707,NULL,NULL,1100,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16862_112144"
760,"Gurung Ghaleg",89.0037,25.7442,"Radhanagar","Bangladesh",100018514,100018520,100018580,100019080,100023779,NULL,900,1,"Y","Gurung","Buddhism",0.000,0.000,"South Asia Buddhist","South Asian Peoples","BG_15366_110781"
761,"Hadi",88.6941,25.6916,"Fazilpur","Bangladesh",100018514,100018520,100018574,100019040,100023397,NULL,56000,1,"Y","Bengali","Hinduism",0.653,0,"South Asia Dalit - other","South Asian Peoples","BG_12027_103627"
762,"Hajam",92.076,23.1292,"Merung","Bangladesh",100018514,100018516,100018535,100018705,100020344,NULL,385000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_19655_112187"
763,"Hajang",89.5882,25.7387,"Omar Majid","Bangladesh",100018514,100018520,100018576,100019061,100023593,NULL,18000,1,"Y","Hajong","Hinduism",0.000,0.000,"South Asia Tribal - other","South Asian Peoples","BG_12036_103647"
764,"Halam",92.0102,23.3886,"Babuchhara","Bangladesh",100018514,100018516,100018535,100018705,100020340,NULL,2000,3,"N","Chin, Falam","Christianity",94.444,0,"South Asia Tribal - other","South Asian Peoples","BG_16900_112190"
765,"Halwai (Hindu traditions)",89.4242,25.8548,"Harati","Bangladesh",100018514,100018520,100018577,100019067,100023644,NULL,77000,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_16905_112199"
766,"Halwai Maira",90.2987,23.8067,"Banagram","Bangladesh",100018514,100018517,100018539,100018772,100020762,NULL,8900,1,"Y","Bengali","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","BG_21140_117962"
767,"Han Chinese, Mandarin",90.6862,24.0486,"Dulalpur","Bangladesh",100018514,100018517,100018550,100018862,100021661,NULL,6900,1,"Y","Chinese, Mandarin","Buddhism",0.000,0.000,"Chinese","East Asian Peoples","BG_12051_103686"
768,"Hazra (Muslim traditions)",89.6416,22.4335,"Chila","Bangladesh",100018514,100018518,100018556,100018906,100022092,NULL,800,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","BG_16917_112215"
